Incident Type,Region of Incident,Incident Year,Month,Number of Dead,Total Number of Dead and Missing,Number of Males,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,Source Quality,Country of Origin Code,labor_force,gdp,literacy,gini,health,political,corruption,migration,electicity,cpi,death,survival_rate,male_to_total_dead_ratio,total_incidents,total_deaths,total_dead_and_missing,year,month,day,dayofweek
Split Incident,Northern Africa,2020,December,2.0,3,3.0,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water","Morocco, Algeria, Morocco",Sahara Desert crossing,"At the land border between Morocco and Algeria en route to Oujda, Morocco","34.76504688, -1.77019767",1,GIN,4004061.0,4004061.0,39.6176795959473,29.6,46.84191895,-0.669287204742432,-0.974657475948334,-4364.0,44.7454223632813,28.0,30.0,0.3333333333333333,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Mediterranean,2021,January,1.0,10,7.0,Western Africa,Drowning,Libya,Central Mediterranean,Unspecified location off the coast of Libya - disembarked at Tripoli,"33.03608223, 13.17554545",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.9,0.7,1076,2038.0,3071,2021,1,1,4
Incident,Mediterranean,2021,April,1.0,1,7.0,Sub-Saharan Africa (P),Drowning,Libya,Central Mediterranean,"Remains washed ashore at Sabratah, Libya","32.817824, 12.450931",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,0.7,1076,2038.0,3071,2021,1,1,4
Split Incident,Northern Africa,2021,March,2.0,2,2.0,Western Africa,Violence,Algeria,Sahara Desert crossing,"Unspecified location in Tamanrasset, Algeria","22.78182228, 5.435464559",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Incident,Europe,2021,August,1.0,1,1.0,Western Africa,Drowning,"Spain, France",Sahara Desert crossing,"Bidasoa River, near Irún, Basque Country, Spain - at the border with France","43.342171, -1.771777",3,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Northern Africa,2021,August,26.0,76,1.0,Sub-Saharan Africa (P),Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Remains washed ashore the coasts of Bir Gangouz, Western Sahara and remains recovered by Morrocan Navy - embarkation from Dahkla on 30 August","22.11104711, -16.75183311",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.6578947368421053,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Northern Africa,2021,August,10.0,10,1.0,Western Africa,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,"Remains washed ashore the coasts of Bir Gangouz, Western Sahara and remains recovered by Morrocan Navy - embarkation from Dahkla on 30 August","22.11104711, -16.75183311",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,October,1.0,39,1.0,Unknown,Drowning,Unknown,Central Mediterranean,Off the coast of Zawiyah - embarkation from Alharsha beach on 2 Oct around 3  a.m.,"32.8108283, 12.6303472",5,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.9743589743589743,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,October,3.0,2,1.0,Western Africa,Drowning,Unknown,Central Mediterranean,Remains recovered off the coast of Zawiyah - embarkation from Alharsha beach on 2 Oct around 3  a.m.,"32.8108283, 12.6303472",5,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,-0.5,0.5,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,November,1.0,1,1.0,Western Africa,Vehicle accident / death linked to hazardous transport,Libya,Central Mediterranean,"Approximately 30 miles off the coast of Zuwara,Libya - Boat rescued at 33*15.4’N 012*19.5’E ","33.15417064, 12.19497854",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,November,4.0,4,4.0,Western Africa,Vehicle accident / death linked to hazardous transport,Libya,Central Mediterranean,"Approximately 30 miles off the coast of Zuwara,Libya - Boat rescued at 33*15.4’N 012*19.5’E ","33.15417064, 12.19497854",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,November,5.0,5,5.0,Western Africa,Vehicle accident / death linked to hazardous transport,Libya,Central Mediterranean,"Approximately 30 miles off the coast of Zuwara,Libya - Boat rescued at 33*15.4’N 012*19.5’E ","33.15417064, 12.19497854",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,December,1.0,12,5.0,Northern Africa,Drowning,"Tunisia, Libya",Central Mediterranean,"20 KM North Ra's Ajdir (on border), Ben Gardane, Tunisia - embarkation from Abu Kammash, Libya on night between 14-15 Dec","33.31768127, 11.62858845",5,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.9166666666666666,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,December,4.0,6,6.0,Middle Africa,Drowning,Libya,Central Mediterranean,"Approximately 15km off the coast of Sabratha, Libya (exact location: 32.92694, 12.55682) - embarkation form Sabratha on 16 Dec","32.92694, 12.55682",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.3333333333333333,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,December,4.0,96,79.0,Western Africa,Drowning,Libya,Central Mediterranean,"Approximately 15km off the coast of Sabratha, Libya (exact location: 32.92694, 12.55682) - embarkation form Sabratha on 16 Dec","32.92694, 12.55682",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.9583333333333334,0.8229166666666666,1076,2038.0,3071,2021,1,1,4
Split Incident,Mediterranean,2021,December,1.0,15,23.0,Western Africa,Drowning,Libya,Central Mediterranean,"Approximately 12km off the coast of Sabratha, Libya (exact location: 33.01444, 12.549) - embarkation form Sabratha on 24 Dec 2200hrs","33.01479981, 12.54897854",4,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.9333333333333333,1.5333333333333334,1076,2038.0,3071,2021,1,1,4
Incident,Northern Africa,2021,December,2.0,2,2.0,Western Africa,Mixed or unknown,Morocco,Central Mediterranean,"Touissite, Jerada, Morocco - near the Algerian border","33.01479981, 12.54897854",3,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Central America,2021,March,1.0,1,1.0,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Western Africa / Atlantic route to the Canary Islands,"In the minicipality of Bluefields, in the South Caribbean Coast Autonomous Region","11.999417, -83.739302",3,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Split Incident,Central America,2021,March,5.0,5,5.0,Western Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Western Africa / Atlantic route to the Canary Islands,"In the minicipality of Bluefields, in the South Caribbean Coast Autonomous Region","11.999417, -83.739302",3,GIN,4121670.0,4121670.0,45.3300018310547,29.6,161.8648955475813,-0.939894258975983,-1.02238535881042,-4367.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1076,2038.0,3071,2021,1,1,4
Incident,Northern Africa,2022,January,1.0,1,1.0,Western Africa,Vehicle accident / death linked to hazardous transport,Algeria,Sahara Desert crossing,"Bordj Badji Mokhtar, Algeria","22.91872955, -0.970115",2,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Incident,Northern Africa,2022,January,1.0,1,1.0,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,Sahara Desert crossing,"Unspecified location in Oran, Algeria","35.7072592, -0.638275",4,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Incident,Northern Africa,2022,April,1.0,1,1.0,Western Africa,Vehicle accident / death linked to hazardous transport,Algeria,Sahara Desert crossing,"Unspecified location in Bordj Badji Mokhtar, Algeria","22.91872955, -0.970115",5,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Incident,Europe,2022,June,1.0,1,1.0,Western Africa,Drowning,Spain,Sahara Desert crossing,"Found in Bidassoa near international bridge, Spain","43.2603628, -1.678618032",1,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Split Incident,Mediterranean,2022,July,4.0,4,3.0,Western Africa,Drowning,Libya,Central Mediterranean,"Continental shelf field (near Ras Ajdir), Libya - embarkation from Zuwara on 22 July 8:00","33.18430326, 11.580736",4,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,0.75,1280,2275.0,2924,2022,1,1,5
Split Incident,Northern Africa,2022,November,2.0,2,3.0,Northern Africa,Vehicle accident / death linked to hazardous transport,Algeria,Sahara Desert crossing,"On N6 road 190 KM towards Adrar, between Ragganne and Bordj Badji Mokhtar, Algeria","24.12023053, 0.907953",4,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,0.75,1280,2275.0,2924,2022,1,1,5
Split Incident,Northern Africa,2022,November,14.0,14,3.0,Western Africa,Vehicle accident / death linked to hazardous transport,Algeria,Sahara Desert crossing,"On N6 road 190 KM towards Adrar, between Ragganne and Bordj Badji Mokhtar, Algeria","24.12023053, 0.907953",5,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,0.75,1280,2275.0,2924,2022,1,1,5
Incident,Europe,2022,April,1.0,1,1.0,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Belarus-EU border,Unspecified location at the Belarus-Poland border,"52.58250835, 23.62040044",5,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Incident,Western Africa,2022,April,1.0,1,1.0,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water","Algeria, Niger",Sahara Desert crossing,"On the route from Algeria to Assamaka, Niger","19.33629237, 19.33629237",2,GIN,4267534.0,4267534.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1280,2275.0,2924,2022,1,1,5
Incident,Mediterranean,2023,February,1.0,1,1.0,Western Africa,Mixed or unknown,Tunisia,Central Mediterranean,"Remains found by Italian authorities on boat with 45 survivors. Boat departed from Sfax, Tunisia.","35.34399785, 12.18455545",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Mediterranean,2023,March,1.0,1,1.0,Western Africa,Drowning,Spain,Western Mediterranean,"50 meters off the coast of Benitez Beach, Ceuta, Spain","35.8943104, -5.335607479",3,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Split Incident,Mediterranean,2023,March,2.0,11,9.0,Northern Africa,Drowning,"Spain, Algeria",Western Mediterranean,"Dénia, Alicante, Spain - embarked from Cherchell, Algeria on 21 Mar","38.84831858, 0.132219665",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.8181818181818182,0.8181818181818182,1800,3488.0,3698,2023,1,1,6
Split Incident,Mediterranean,2023,March,4.0,5,5.0,Western Africa,Drowning,"Spain, Algeria",Western Mediterranean,"Dénia, Alicante, Spain - embarked from Cherchell, Algeria on 21 Mar","38.84831858, 0.132219665",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.2,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Mediterranean,2023,April,1.0,1,5.0,Western Africa,Drowning,"Italy, Tunisia",Central Mediterranean,"Unspecified near Lampedusa, Italy after departure from Sfax, Tunisia","35.33032554, 12.56781393",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Mediterranean,2023,May,1.0,1,5.0,Western Africa,Drowning,"Italy, Tunisia",Central Mediterranean,"During a rescue off Lampedusa, Italy - embarked from Sfax, Tunisia","35.49697955, 12.60466092",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Northern Africa,2023,February,1.0,1,1.0,Western Africa,Violence,Algeria,Sahara Desert crossing,"Tamanrasset, Algeria","22.10740974, 5.597982861",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Split Incident,Northern Africa,2023,March,1.0,1,1.0,Middle Africa,Violence,Algeria,Sahara Desert crossing,"Adrar, Algeria","27.89236905, -0.297557546",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Split Incident,Northern Africa,2023,March,2.0,2,2.0,Western Africa,Violence,Algeria,Sahara Desert crossing,"Adrar, Algeria","27.89236905, -0.297557546",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Mediterranean,2023,September,1.0,1,2.0,Western Africa,Drowning,Italy,Central Mediterranean,"Off the coast of Lampedusa, Italy","35.50297457, 12.570699",4,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,North America,2023,October,1.0,1,2.0,Western Africa,Sickness / lack of access to adequate healthcare,"California, USA",US-Mexico border crossing,"Open air detention site near San Ysidro border crossing 1 mile west of official point of entry, San Diego, California, USA ","32.54156785, -117.061009",3,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,North America,2023,October,1.0,1,2.0,Western Africa,Sickness / lack of access to adequate healthcare,United States,US-Mexico border crossing,"Approximately 300 yards west of the San Ysidro Port of Entry, San Diego County, California, United States of America","32.54037295, -117.0601299",5,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Central America,2023,November,1.0,1,2.0,Western Africa,Drowning,United States,US-Mexico border crossing,"Tijuana River Channel half mile West of the San Ysidro Port of Entry, San Diego, San Diego County, California, United States of America","32.5415294, -117.03701",3,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Central America,2023,November,1.0,1,2.0,Eastern Africa,Sickness / lack of access to adequate healthcare,Unknown,US-Mexico border crossing,"Efraín R Gómez Cuarta Sección, Juchitán de Zaragoza, Oaxaca, México","16.43369006, -95.01324854",3,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Western Africa,2023,July,3.0,3,3.0,Western Africa,Vehicle accident / death linked to hazardous transport,Mali,Sahara Desert crossing,"Between Bou Djehibaa and I-n-Afara, near Tombouctou, Mali","17.211587, -2.963135",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Western Africa,2023,October,17.0,17,10.0,Western Africa,Violence,Mali,Sahara Desert crossing,"10 km off Bore, Mopti, Mali","15.136608, -3.487193",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,0.5882352941176471,1800,3488.0,3698,2023,1,1,6
Incident,Western Africa,2023,September,1.0,1,1.0,Western Africa (P),Violence,Mali,Sahara Desert crossing,"Tomboctou, Mali","16.766212, -3.004848",2,GIN,4400646.0,4400646.0,45.3300018310547,29.6,161.8648955475813,-0.864391386508942,-1.00541496276855,-4000.0,46.8138694763184,25.0,12258.360598867994,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Mediterranean,2014,August,18.0,26,26.0,Unknown,Drowning,Italy,Central Mediterranean,Central Med off the coast of Italy,"35.2823, 15.8752",4,LBY,1982647.0,1982647.0,45.3300018310547,29.6,514.88970947,-2.35340714454651,-1.52100121974945,-1712.0,75.4517288208008,18.0,1439.0,0.3076923076923077,1.0,212,1071.0,2777,2014,1,1,2
Incident,Mediterranean,2016,February,2.0,2,26.0,Northern Africa,Drowning,Unknown,Central Mediterranean,off the coast of Siculiana in Western Sicily,"37.3088392, 13.3228249",1,LBY,2056298.0,2056298.0,45.3300018310547,29.6,63.31461029,-2.27473783493042,-1.57800388336182,-5081.0,72.2062683105469,14.0,2325.0,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,Mediterranean,2016,October,30.0,30,26.0,Mixed,Drowning,Libya,Central Mediterranean,"Boats sank off the coast of Sabratha, Libya","32.878302, 12.3868145",1,LBY,2056298.0,2056298.0,45.3300018310547,29.6,63.31461029,-2.27473783493042,-1.57800388336182,-5081.0,72.2062683105469,14.0,2325.0,0.0,1.0,323,2573.0,7910,2016,1,1,4
Incident,Europe,2017,September,1.0,1,1.0,Northern Africa,Vehicle accident / death linked to hazardous transport,France,English Channel to the UK,"A28 motorway, near Abbeville, Somme, France","50.13133341, 1.80936718",4,LBY,2099059.0,2099059.0,45.3300018310547,29.6,36.601610664000006,-2.35357475280762,-1.55755650997162,9208.0,70.5781478881836,17.0,1091.0,0.0,1.0,378,977.0,1378,2017,1,1,6
Split Incident,Mediterranean,2018,February,1.0,1,1.0,Northern Africa,Drowning,Libya,Central Mediterranean,"Off the coast of Zuwara, Libya","33.2456355, 12.2478292",4,LBY,2146167.0,2146167.0,45.3300018310547,29.6,23.84538269,-2.43496870994568,-1.53013646602631,5835.0,67.0,17.0,664.0,0.0,1.0,331,1022.0,1583,2018,1,1,0
Split Incident,Mediterranean,2018,February,13.0,31,1.0,Southern Asia,Drowning,Libya,Central Mediterranean,"Off the coast of Zuwara, Libya","33.2456355, 12.2478292",5,LBY,2146167.0,2146167.0,45.3300018310547,29.6,23.84538269,-2.43496870994568,-1.53013646602631,5835.0,67.0,17.0,664.0,0.5806451612903226,0.03225806451612903,331,1022.0,1583,2018,1,1,0
Incident,Mediterranean,2019,November,5.0,26,5.0,Mixed,Drowning,Italy,Central Mediterranean,"One mile off the coast of Isola dei Conigli, Lampedusa, Italy","35.509728903, 12.555303694",5,LBY,2192333.0,2192333.0,45.3300018310547,29.6,67.166696934,-2.56577134132385,-1.57501518726349,-1352.0,68.4728927612305,18.0,1785.0,0.8076923076923077,0.19230769230769232,372,966.0,1457,2019,1,1,1
Incident,Mediterranean,2020,August,2.0,2,2.0,Northern Africa,Drowning,Libya,Central Mediterranean,"Bodies washed ashore near Abukamash, Libya","33.0742224, 11.7367233",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Mediterranean,2020,August,1.0,1,1.0,Northern Africa,Drowning,Libya,Central Mediterranean,"Bodies washed ashore at Abukamash Coast, Libya","33.0742224, 11.7367233",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Incident,Western Africa,2020,August,3.0,3,1.0,Mixed,Vehicle accident / death linked to hazardous transport,Niger,Sahara Desert crossing,"Close to Dirkou, at about 45 km northern Ashgour water point, the Niger","19.0048181, 13.0817903",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Europe,2020,October,1.0,1,1.0,Northern Africa,Vehicle accident / death linked to hazardous transport,Unknown,Western Balkans,"In Poljavnice, Novi Grad Municipality, Bosnia and Herzegovina","45.0810243, 16.4056414",3,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Europe,2020,October,1.0,1,1.0,Unknown,Vehicle accident / death linked to hazardous transport,Unknown,Western Balkans,"In Poljavnice, Novi Grad Municipality, Bosnia and Herzegovina","45.0810243, 16.4056414",3,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Mediterranean,2020,October,1.0,5,1.0,Unknown,Drowning,Italy,Central Mediterranean,"Boat capsized off the coast of Lampedusa, Italy. Survivors were rescued by fishermen and brought to shore.","35.47619623, 12.56751412",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.8,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Mediterranean,2020,October,2.0,2,2.0,Northern Africa,Drowning,Libya,Central Mediterranean,"Bodies washed ashore at Bani Jawed, Libya","33.28424795, 19.99890028",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Mediterranean,2020,October,2.0,2,2.0,Western Asia,Drowning,Libya,Central Mediterranean,"Bodies washed ashore at Bani Jawed, Libya","33.28424795, 19.99890028",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Mediterranean,2020,October,2.0,2,2.0,Western Asia (P),Drowning,Libya,Central Mediterranean,"Bodies washed ashore at Bani Jawed, Libya","33.28424795, 19.99890028",4,LBY,2160986.0,2160986.0,45.3300018310547,29.6,23.84538269,-2.46227836608887,-1.58395659923553,-696.0,69.3682632446289,17.0,672.0,0.0,1.0,641,1374.0,2012,2020,1,1,2
Split Incident,Northern Africa,2021,February,8.0,8,5.0,Northern Africa,Mixed or unknown,Libya,Sahara Desert crossing,"400 KM South East Kufra, Libya","21.749173, 23.59269844",3,LBY,2222452.0,2222452.0,45.3300018310547,29.6,161.8648955475813,-2.30834579467773,-1.58449482917786,-696.0,70.2104797363281,17.0,12258.360598867994,0.0,0.625,1076,2038.0,3071,2021,1,1,4
Split Incident,Northern Africa,2022,June,18.0,18,5.0,Middle Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,"120 KM away from Chadian border and 310 KM South Kufra, Libya","21.28966163, 22.798495",5,LBY,2326941.0,2326941.0,45.3300018310547,29.6,161.8648955475813,-2.19796347618103,-1.5259792804718,-2000.0,70.2104797363281,17.0,12258.360598867994,0.0,0.625,1280,2275.0,2924,2022,1,1,5
Split Incident,Northern Africa,2022,June,2.0,2,5.0,Northern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,"120 KM away from Chadian border and 310 KM South Kufra, Libya","21.28966163, 22.798495",5,LBY,2326941.0,2326941.0,45.3300018310547,29.6,161.8648955475813,-2.19796347618103,-1.5259792804718,-2000.0,70.2104797363281,17.0,12258.360598867994,0.0,0.625,1280,2275.0,2924,2022,1,1,5
